reserved,chisqr,0.019170
reserved,null_chisqr,0.100965
reserved,score,1.000000
reserved,max_power,0.110988
sigma,chisqr,0.051872
sigma,null_chisqr,0.446453
sigma,score,0.096037
sigma,max_power,0.764030
chisqr,null_chisqr,0.027061
chisqr,score,0.019162
chisqr,max_power,0.044632
null_chisqr,score,0.101042
null_chisqr,max_power,0.364947
score,max_power,0.110960
